subj_id,inclusion,block,trial,task,alpha,angle_sigma,orientation,stimulus,response,accuracy,response_time,confidence,increase_presses,decrease_presses,BOLD_rTPJ,BOLD_pMFC,BOLD_FPm,BOLD_FPl,BOLD_preSMA,BOLD_vmPFC
10MP02953,1,5,4903,Discrimination,0.0463048865689213,4.42752898702376,45,1,1,1,0.815986699999485,2,1,1,-4.21958652227232,3.68520576379648,-1.5079483913318,-0.0489765954423448,-0.822275655057568,-3.52399982330276
10MP02953,1,5,4904,Discrimination,0.0463048865689213,4.42752898702376,45,1,1,1,0.833698200000072,4,2,0,-2.50482364766078,-1.99957427553969,0.134323841526441,-3.86270037859314,-4.64686995360714,1.47416518492306
10MP02953,1,5,4905,Discrimination,0.0463048865689213,4.42752898702376,45,1,1,1,0.883214899999075,1,1,1,-2.29967863127442,1.25862919375664,-0.871778038572987,-2.36603375919335,-2.57178083873139,-0.638288494903685
10MP02953,1,5,4906,Discrimination,0.0463048865689213,4.42752898702376,-45,0,0,1,0.616519299999709,3,2,0,-2.1873884744352,1.13816660347326,-0.295409569176487,-1.73342779611583,-1.76976219675002,-0.507708570511058
10MP02953,1,5,4907,Discrimination,0.0463048865689213,4.42752898702376,-45,0,0,1,0.850060299999313,4,3,1,-0.242198319404875,1.4757006619489,-0.919964861657342,-2.40683988729269,-1.81826297099917,-0.746691088850905
10MP02953,1,5,4908,Discrimination,0.0463048865689213,4.42752898702376,-45,0,0,1,0.949993899999754,2,0,3,-2.46749643575732,1.07601714261421,-0.973489381033109,-1.73982023069529,-1.71285930700654,-0.907580616259266
10MP02953,1,5,4909,Discrimination,0.0463048865689213,4.42752898702376,45,1,1,1,0.816514799998913,4,0,0,-0.673667624648107,1.36925583105057,0.034460869430176,-0.784608087675777,-1.05795896411157,0.691940026632482
10MP02953,1,5,4910,Discrimination,0.0463048865689213,4.42752898702376,-45,0,1,0,0.866764600001261,2,0,3,-2.22858150500694,2.37880462126398,-1.01137411817795,-1.75084211617808,-1.46549836680866,-0.401018335813338
10MP02953,1,5,4911,Discrimination,0.0463048865689213,4.42752898702376,45,1,1,1,0.933587600000465,3,0,0,-1.06963671143063,0.667075133797281,0.523363114951126,-0.651139178374172,-0.0296397775196685,0.680672941354626
10MP02953,1,5,4912,Discrimination,0.0463048865689213,4.42752898702376,-45,0,0,1,0.684203400000115,6,5,0,0.683920471089901,-0.357194631292326,0.732007161927172,-0.424023550196105,0.0704163889714087,0.650285731365041
10MP02953,1,5,4913,Discrimination,0.0463048865689213,4.42752898702376,-45,0,0,1,0.850153299999874,1,0,0,-1.5945396308446,1.36991640248495,-0.0731406379990687,-0.38750891849565,-1.13542456242901,-0.284927725973653
10MP02953,1,5,4914,Discrimination,0.0463048865689213,4.42752898702376,45,1,1,1,0.866552100000263,3,2,0,-2.0544312446203,1.65584592739256,0.600617300876443,-0.980986975708536,-1.58900747400923,0.959341120565446
10MP02953,1,5,4915,Discrimination,0.0463048865689213,4.42752898702376,45,1,0,0,0.750519400000485,1,0,4,-0.90550846870214,0.570140332653664,1.07020531526978,0.601687531909627,-0.932456203147124,0.962344706989825
10MP02953,1,5,4916,Discrimination,0.0463048865689213,4.42752898702376,-45,0,0,1,0.96679800000129,2,0,3,-0.864808884495408,-0.987348217917493,0.191774872881982,0.151735181090139,-1.55020101629198,0.38058246674425
10MP02953,1,5,4917,Discrimination,0.0463048865689213,4.42752898702376,45,1,1,1,0.783446100000219,4,0,1,-0.986840094531895,1.07954570362572,0.570005474538945,0.342607811916463,-1.06199205967669,-0.649787694454284
10MP02953,1,5,4918,Discrimination,0.0463048865689213,4.42752898702376,45,1,1,1,0.783195999998497,4,1,2,-2.63839778009028,1.2973628398031,0.459808308792843,-0.0163119634639968,-0.936828118251063,1.03453830402435
10MP02953,1,5,4919,Discrimination,0.0463048865689213,4.42752898702376,45,1,0,0,0.716526999998678,3,2,0,-3.02548519001886,1.12334895406554,-0.436492466410318,0.0117132769547701,-1.01179700711599,-0.972731962800026
10MP02953,1,5,4920,Discrimination,0.0463048865689213,4.42752898702376,45,1,0,0,0.814846299999772,2,0,0,-3.31786820163379,1.28555013845879,-0.0098212417686426,1.15713271733029,-0.864476550929248,-0.580480697451205
10MP02953,1,5,4921,Discrimination,0.0463048865689213,4.42752898702376,45,1,1,1,0.700140299999475,4,3,0,-4.02765446370191,-0.111177159155287,0.821618751852739,-2.27087920690563,-2.42942808316304,1.4837145262466
10MP02953,1,5,4922,Discrimination,0.0463048865689213,4.42752898702376,-45,0,0,1,0.749807700000019,5,2,1,-1.68741653832874,1.70872969024463,1.0401778573454,-0.646087339279525,-0.838483245362743,1.26883001508555
10MP02953,1,5,4923,Discrimination,0.0463048865689213,4.42752898702376,-45,0,1,0,0.60057710000001,4,4,0,-2.45175124395473,2.52681880871334,-0.838888443920192,0.28150165611916,-1.2990010426523,-2.13430579842591
10MP02953,1,5,4924,Discrimination,0.0463048865689213,4.42752898702376,-45,0,0,1,0.750751800000216,2,0,0,-1.64948376954192,1.86921617097971,-1.11053869990879,-0.222885577567112,-0.893928824379467,-1.61674323469037
10MP02953,1,5,4925,Discrimination,0.0463048865689213,4.42752898702376,-45,0,1,0,0.983159900000828,1,0,0,-2.69479673886948,0.676270380707049,-1.19373282635215,0.80574144916571,-1.08060313468942,-1.89247685525475
10MP02953,1,5,4926,Discrimination,0.0463048865689213,4.42752898702376,-45,0,0,1,0.766731499999878,2,0,2,1.34423564567627,2.00709497774156,-1.05914344897645,-1.87798114938398,0.188025426470603,-2.59195904906203
10MP02953,0,1,4527,Detection,0,4.42752898702376,-0.321782601429613,0,1,0,0.900251699999899,6,2,0,-4.21406933768551,2.3246607716854,-0.700961386536527,-0.0361133649592217,-0.562019427400082,-0.370788461562791
10MP02953,1,1,4528,Detection,0,4.42752898702376,-0.634687509702618,0,0,1,0.917075099999238,4,3,0,-3.6376544162631,2.35863671579012,-0.891053541336983,0.0337590423761234,-0.102202001574019,-2.16170701384544
10MP02953,1,1,4529,Detection,0,4.42752898702376,-0.162569493004669,0,1,0,0.950214599999526,2,0,4,-3.3653331860568,2.29959412308115,-1.21405319913351,0.403786895118411,0.227861712536273,-2.5942436572982
10MP02953,1,1,4530,Detection,0.052804709546356,4.42752898702376,-0.631760400115881,1,1,1,0.850054900000032,6,1,0,-2.3747668262608,0.954487495669505,-0.24864422002532,1.64488456743445,0.377189488929267,-0.890868352419447
10MP02953,1,1,4531,Detection,0.052804709546356,4.42752898702376,-1.26394178610806,1,1,1,0.833463299999494,5,4,0,-4.97079883541654,2.75545258442985,-1.08925311119948,0.367681242262378,0.378972073429479,-3.1693120497029
10MP02953,1,1,4532,Detection,0.052804709546356,4.42752898702376,-2.19362707126131,1,0,0,0.833377299999484,5,0,1,-1.98861136090813,2.40068519079104,-0.560482983991267,0.839954145227081,0.984293623798742,-2.14912361215527
10MP02953,1,1,4533,Detection,0,4.42752898702376,-0.451033151895342,0,0,1,0.932949000000008,3,0,3,-3.58324136874537,2.28029597786868,-0.900434075237765,1.78122712302961,0.655999098481754,-1.40387912168843
10MP02953,1,1,4534,Detection,0,4.42752898702376,-0.649998488828432,0,1,0,0.850222699998994,2,0,2,-2.33264619764632,2.11791741993369,-1.07959875363106,0.296238658405618,-0.317346707681337,-2.35411203089284
10MP02953,1,1,4535,Detection,0.052804709546356,4.42752898702376,-0.227934067457563,1,1,1,1.18354109999927,1,0,4,-2.59622537790991,1.3113568698215,-0.815408178126281,0.236481573986289,0.492772923510235,-2.20716537498846
10MP02953,1,1,4536,Detection,0,4.42752898702376,-0.563271972454995,0,1,0,0.833517199998823,4,1,2,-1.52223979490855,2.03728830450919,-0.820995221616863,-0.0363924751544128,0.0672782270058703,-2.35597797356001
10MP02953,1,1,4537,Detection,0,4.42752898702376,-0.00996617164483761,0,0,1,0.849841499999457,3,0,0,0.0110923309256046,1.1283035855286,-0.736723506135295,-0.144352698950768,0.0135697553793971,-2.77475204954787
10MP02953,1,1,4538,Detection,0,4.42752898702376,0.5948418792905,0,1,0,0.900228600001356,1,0,3,-0.434770967850535,0.0619582129619652,-0.976696893345632,-0.577488525621289,-0.0765886756806419,-2.76455257215151
10MP02953,1,1,4539,Detection,0.052804709546356,4.42752898702376,0.30542893783283,1,1,1,0.849868999999671,1,0,5,0.124888622718356,1.40409582945314,-0.91810017822217,0.0910448355843192,-0.0477475743373641,-3.68183714587514
10MP02953,1,1,4540,Detection,0,4.42752898702376,0.600912507464552,0,0,1,1.01652269999977,4,2,0,-3.01751972231461,1.3559436394674,-0.880526186142358,1.21534510044528,-0.957048709738928,-3.50687828878077
10MP02953,1,1,4541,Detection,0,4.42752898702376,1.47915614501739,0,1,0,0.866426200000205,1,0,4,-1.29459130645979,1.55676729301922,-0.809226781269936,-0.118067049298628,0.654391988453034,-2.18930659570345
10MP02953,1,1,4542,Detection,0.052804709546356,4.42752898702376,1.01244026755295,1,1,1,0.849995200000194,4,1,0,-1.77382018557279,2.04041591613758,-0.451377489970741,1.04257207605153,-0.308674784334233,-1.96950229275517
10MP02953,1,1,4543,Detection,0.052804709546356,4.42752898702376,-0.172085387107876,1,1,1,1.20035889999963,3,0,2,-0.879356421087638,2.63087332684819,-0.932826447451383,0.858714885525051,-0.0487269094858605,-2.21447090059519
10MP02953,1,1,4544,Detection,0,4.42752898702376,0.039228445673159,0,0,1,0.816667099999904,6,3,0,0.82858877813462,1.57144926851842,-0.0331846964748214,0.625369864521654,0.479072003324444,-0.760434285669429
10MP02953,1,1,4545,Detection,0.052804709546356,4.42752898702376,-1.28540017828285,1,1,1,0.866894599999796,4,0,1,-0.152678063796317,2.71840727329254,-0.750279627051318,-0.00194023789473526,-0.625236187327223,-0.561390686970986
10MP02953,1,1,4546,Detection,0,4.42752898702376,-0.748834844655487,0,0,1,0.850186300000132,5,1,0,-0.631065333068445,1.58966970483477,0.118907487043462,0.76748283728122,-0.011097279853689,-1.16066346581026
10MP02953,1,1,4547,Detection,0.052804709546356,4.42752898702376,-0.221843377226331,1,1,1,0.883173899999747,3,1,3,-1.10116746427842,1.58506989451807,-0.339045784708116,-0.161877656897085,-0.444268557028129,-0.091807198506303
10MP02953,1,1,4548,Detection,0.052804709546356,4.42752898702376,-2.58313788619779,1,1,1,1.06513989999985,1,0,3,-0.244022402013329,2.49732657104004,0.235886959662814,0.185566028209628,0.363598164937531,-0.683817715420268
10MP02953,1,1,4549,Detection,0.052804709546356,4.42752898702376,0.723718478655855,1,1,1,0.849777400000676,2,0,4,-3.13737102369271,2.33843912474993,-0.515496261038927,0.558927600918611,-0.685711875486259,-1.38384855571544
10MP02953,1,1,4550,Detection,0.052804709546356,4.42752898702376,0.129227876892551,1,0,0,1.03352029999951,1,0,0,0.489188930978722,0.846132614252317,0.768831663476567,0.189479496899446,1.13331736962024,-0.693294700984729
10MP02953,1,1,4551,Detection,0.052804709546356,4.42752898702376,-0.403351730494982,1,1,1,0.783114300000307,6,1,0,0.661806262411767,1.85545905479571,0.0153254009903454,0.474006853121745,0.558087813675117,-0.947999413238793
10MP02953,1,1,4552,Detection,0,4.42752898702376,-1.56868163037184,0,0,1,1.0668442999995,2,1,0,-1.37230041364927,1.74972000336502,-0.244847206629437,0.705050211728161,-0.619845356886575,-1.28134708106518
10MP02953,0,2,4627,Detection,0,4.42752898702376,0.26326367883016,0,0,1,0.866795700001603,1,0,1,3.29385733427388,2.04348955576013,0.843433291976989,0.687651474986721,2.50495155167121,1.03948092183507
10MP02953,1,2,4628,Detection,0,4.42752898702376,1.05733776276137,0,0,1,1.09941980000076,4,1,2,1.27830279920951,2.36179067612421,0.148151280725118,0.63304072526238,1.37423086173546,-0.659703121361573
10MP02953,1,2,4629,Detection,0,4.42752898702376,0.713467798177093,0,1,0,0.783052100001441,5,1,0,1.04504336324972,1.63464956576141,0.548628795384863,0.955190994114357,2.11937353679767,-0.697899103945507
10MP02953,1,2,4630,Detection,0.052804709546356,4.42752898702376,-0.237735028955769,1,1,1,0.767068499999368,6,1,0,2.32997343982432,2.63638618565732,0.604904230406436,1.34821395409855,2.83815853369351,0.275203000754118
10MP02953,1,2,4631,Detection,0.052804709546356,4.42752898702376,-0.631629904488461,1,1,1,0.783226699999432,6,1,0,2.10125839684417,2.30084617999269,0.0254643539981049,0.0994804929287056,1.0135692315606,0.285528388987409
10MP02953,1,2,4632,Detection,0.052804709546356,4.42752898702376,0.17939180365949,1,0,0,1.09993830000167,5,2,0,2.12107124220174,3.09564384963454,0.177696013361261,1.32602210717311,2.03034657069052,0.544764428808377
10MP02953,1,2,4633,Detection,0.052804709546356,4.42752898702376,-0.238114365793674,1,1,1,0.800052500000675,2,0,3,1.53720857752579,2.29826346257838,-0.701879823369234,1.0086930169877,1.42999946599056,-0.407333701247031
10MP02953,1,2,4634,Detection,0,4.42752898702376,-0.693295622242858,0,0,1,0.915808599998854,5,0,1,3.37532609201378,2.79883424937725,0.0318423130753099,1.21590238217386,1.94656879353122,0.254201273456579
10MP02953,1,2,4635,Detection,0.052804709546356,4.42752898702376,1.07537644570167,1,0,0,0.916764400000829,2,1,1,0.978339177805303,2.65169635633143,-0.768139866636953,0.666598083404255,0.739052555753061,-0.454085753316332
10MP02953,1,2,4636,Detection,0,4.42752898702376,0.0388086346745802,0,0,1,1.01783119999891,3,0,2,1.03719662886002,2.29837138941739,-0.284695530079563,1.830740994255,1.09385929617028,-0.833494851660983
10MP02953,1,2,4637,Detection,0,4.42752898702376,-0.827892415586085,0,0,1,0.883444900000541,5,0,1,2.46638273532585,2.91621926717642,0.14161316632493,3.21123423869975,2.10182295708129,0.352448870513798
10MP02953,1,2,4638,Detection,0,4.42752898702376,3.75871108560621,0,1,0,0.933177900000373,1,0,2,0.374524110909736,0.164510068313287,-0.322202734916889,2.51048210438381,0.802803259357237,-0.693217800101038
10MP02953,1,2,4639,Detection,0,4.42752898702376,-1.01902941630283,0,0,1,1.0167894999995,4,0,2,-2.80841932906815,0.645119162458109,-0.690228226839712,1.1438159573293,-0.813685690726225,-0.605237991162917
10MP02953,1,2,4640,Detection,0.052804709546356,4.42752898702376,1.12061714702604,1,1,1,0.800342900000032,2,0,2,-2.79701733581796,1.57486080198844,-0.435742662812353,1.51425586117092,0.169209247412017,-0.478168478996561
10MP02953,1,2,4641,Detection,0.052804709546356,4.42752898702376,0.937738666886113,1,1,1,0.799471100001028,1,0,2,-2.03148200119486,0.553414520216969,-0.51348276000879,0.179190424098836,-0.184694032105975,0.123403847331136
10MP02953,1,2,4642,Detection,0.052804709546356,4.42752898702376,0.371534858143548,1,1,1,0.800165900000138,5,1,0,-1.7136394238413,1.44350540194731,-0.00476175446632631,1.00883734484428,0.533314224225111,-0.153692967645705
10MP02953,1,2,4643,Detection,0,4.42752898702376,0.658169328939458,0,0,1,0.86787220000042,3,2,0,-4.47229218597312,0.137064299057806,-0.866774796749096,0.263394495200254,-1.06819869570721,-0.839130591152508
10MP02953,1,2,4644,Detection,0.052804709546356,4.42752898702376,-1.03959788530123,1,1,1,0.933815200000026,1,0,3,0.501359709990349,-0.461809413791521,0.488610464343466,0.504926429437309,-0.161479239043995,1.04782096078483
10MP02953,1,2,4645,Detection,0,4.42752898702376,0.479858668741912,0,0,1,0.733407300000181,5,2,0,-5.50173202688151,-1.57774252985695,-1.04238502368018,-1.9326501189068,-1.92901999713996,-1.85692907224705
10MP02953,1,2,4646,Detection,0,4.42752898702376,0.663249738595083,0,0,1,1.00033210000038,3,0,2,-3.54116157469994,-0.444808780749487,-1.59325713665236,-2.35356897067117,-1.40320523053121,-2.00713641832515
10MP02953,1,2,4647,Detection,0,4.42752898702376,-0.190817878641089,0,0,1,0.817144500000722,3,0,3,-1.16332334678362,-0.167711182065853,0.437033432249738,-0.179774853376844,0.370514508147887,0.0189638462190221
10MP02953,1,2,4648,Detection,0.052804709546356,4.42752898702376,-1.0397793453481,1,1,1,0.7828970999999,6,3,0,-0.712120558218201,1.27047755292094,-0.496513378525979,-0.490624588593124,0.361468968923593,-1.21486936841251
10MP02953,1,2,4649,Detection,0.052804709546356,4.42752898702376,0.954985162510562,1,0,0,1.03510550000101,4,2,0,-2.55843574760279,0.785559905193201,-0.848807535147453,-0.863211288850162,-0.384986554206206,-1.96712919088399
10MP02953,1,2,4650,Detection,0.052804709546356,4.42752898702376,0.236580697109852,1,0,0,0.883272600000055,6,1,0,-2.50381222525888,0.80980895214186,-0.332705109356855,-0.550695678176492,-0.905052657224811,-0.440570689794585
10MP02953,1,2,4651,Detection,0.052804709546356,4.42752898702376,0.774013332806347,1,1,1,0.816880200000014,2,0,1,-2.32425678447627,0.809260653652728,-0.559833736786172,-0.0663103152094308,0.0457225923050338,-3.05248100219703
10MP02953,1,2,4652,Detection,0,4.42752898702376,1.19205910544788,0,0,1,0.849949299999935,5,0,0,-0.638069495318992,1.03263379353462,-0.56151559690498,-0.331106149274616,0.255735989094067,-2.05524801671868
10MP02953,0,3,4701,Detection,0.052804709546356,4.42752898702376,-0.38335297451905,1,0,0,1.03687790000004,4,1,0,0.317371679580595,1.9946540128894,0.827503121096965,1.6907227459065,0.669307013515096,1.41493531862819
10MP02953,1,3,4702,Detection,0,4.42752898702376,1.43513045382188,0,0,1,1.06477930000074,2,1,0,1.47626999300895,3.30789533911682,-0.0211038634535453,1.31692517790108,0.651505740429275,-1.49006979267408
10MP02953,1,3,4703,Detection,0,4.42752898702376,-0.208298230793176,0,0,1,0.984266800000114,3,0,2,-1.73155241496492,1.98200324788213,-0.502281468319198,0.764098393175316,-1.49750825628065,-1.32445463842553
10MP02953,1,3,4704,Detection,0.052804709546356,4.42752898702376,1.78549961007352,1,1,1,0.884111199999097,1,0,2,-0.276237570118196,0.496945514729837,-0.484780739534914,0.920684644668733,-1.38097315025874,-2.62122402830822
10MP02953,1,3,4705,Detection,0,4.42752898702376,0.078032231112705,0,0,1,1.05007990000013,4,1,0,0.815336088382519,0.74997176870522,0.712392244091211,0.670326342868936,-0.392054230931143,0.54048072728442
10MP02953,1,3,4706,Detection,0,4.42752898702376,1.0765692572544,0,1,0,1.11694239999997,3,0,2,1.12380969681141,0.89324012671302,1.13684423566185,2.09727500508534,0.178045394995178,-0.811113426484531
10MP02953,1,3,4707,Detection,0.052804709546356,4.42752898702376,1.00986625141784,1,1,1,0.798452999999427,3,0,2,-3.92386154104762,2.91839552516254,0.360043354872576,2.68111240670449,2.28974672671264,-3.06276472394423
10MP02953,1,3,4708,Detection,0.052804709546356,4.42752898702376,-0.268181964590692,1,1,1,0.916823400000794,3,0,0,-3.13446265639793,0.152593260540104,-0.2248800296904,0.40081389619271,-0.658050919537289,-1.68525952382422
10MP02953,1,3,4709,Detection,0.052804709546356,4.42752898702376,-0.422609637828976,1,0,0,0.833563300000606,5,1,0,-4.97412390520077,0.642117814774193,-1.38952166473527,-0.770710220261801,-2.4542130534967,-2.11651579781276
10MP02953,1,3,4710,Detection,0.052804709546356,4.42752898702376,0.277308340959739,1,1,1,0.983319999999367,1,0,0,-6.93710341311917,0.0894007774030154,-1.74061480856798,-1.25095293741406,-3.80576066833276,-1.10843074585243
10MP02953,1,3,4711,Detection,0.052804709546356,4.42752898702376,-0.0349731229877591,1,1,1,0.984233799999856,2,2,1,-4.63595595041124,1.98395859931664,-1.40979651685452,-0.529246222689044,-1.80246608773103,-0.989662876602535
10MP02953,1,3,4712,Detection,0,4.42752898702376,-1.19328037570676,0,0,1,0.817385399999694,5,1,0,-5.9846273164938,1.82877018175474,-1.00702646916458,-0.0392528535028206,-2.55646289117061,-1.31657215153299
10MP02953,1,3,4713,Detection,0,4.42752898702376,-0.344266011656014,0,0,1,0.882897999999841,4,0,1,-4.7665283821597,2.17598379421525,-1.0648919304386,0.512092068234621,-2.12797147821492,-2.05871146408523
10MP02953,1,3,4714,Detection,0,4.42752898702376,-0.555748474466073,0,1,0,0.833747799999401,1,0,5,-3.0534146419256,2.57421263521992,-0.405014163683459,0.712399495502367,-1.28484213079971,-0.698165789678148
10MP02953,1,3,4715,Detection,0,4.42752898702376,1.91040491576783,0,0,1,0.90083389999927,4,0,0,-1.97760693581388,2.37223727674019,-0.459291495383964,-0.246469094377497,-0.602141949247855,-0.0466581813355045
10MP02953,1,3,4716,Detection,0,4.42752898702376,-0.0693484504049409,0,1,0,0.816889900001115,2,0,2,-2.74940057497213,3.7745616159788,-0.168140505048633,0.0560029876771454,-1.07750514503568,0.797456436268077
10MP02953,1,3,4717,Detection,0.052804709546356,4.42752898702376,1.76281325044336,1,1,1,0.867237799999202,2,0,4,-3.02360937213249,3.46843758007375,-0.334694738313179,0.510276789029139,-0.718209893055833,-0.212676547643751
10MP02953,1,3,4718,Detection,0,4.42752898702376,0.354422388140294,0,0,1,0.883477200000925,4,2,0,-2.59667167259325,3.38681706640779,-0.630105532722751,-0.181635497177764,0.198864907904779,0.480158100370318
10MP02953,1,3,4719,Detection,0,4.42752898702376,-1.05097676377779,0,0,1,1.01810730000034,4,4,0,-2.11630392391788,5.07617726558592,-0.278434298240541,0.000369075271642625,0.200475515262224,1.57712571949857
10MP02953,1,3,4720,Detection,0.052804709546356,4.42752898702376,1.66697060412954,1,1,1,0.800039600000673,6,1,0,-2.20588802815516,2.53394317481576,-0.52089986305845,-0.599773861230065,0.479366093989497,-0.142160276719085
10MP02953,1,3,4721,Detection,0.052804709546356,4.42752898702376,-0.466088298804367,1,1,1,0.783891999999469,6,1,0,-1.23010957411647,2.87071823201528,-0.366235740138274,0.0730327397408394,-0.138871000005076,0.145765148884959
10MP02953,1,3,4722,Detection,0,4.42752898702376,0.306764075149576,0,0,1,0.834624600000097,5,4,0,-0.78390322788388,2.65228223764315,-0.420906124781225,0.734956471935299,-0.156533368232732,-1.23677036893077
10MP02953,1,3,4723,Detection,0.052804709546356,4.42752898702376,-0.133498571116,1,1,1,0.851830199999313,3,0,2,-0.039029944245473,2.99439586917075,0.251241234277619,0.662275432415418,0.640957694672621,-0.423796231148583
10MP02953,1,3,4724,Detection,0.052804709546356,4.42752898702376,0.985858059971397,1,0,0,1.18365549999908,1,0,2,2.47035951791608,3.35373812768517,0.681575016600861,2.01485118582217,0.870562102158482,0.513186469986444
10MP02953,1,3,4725,Detection,0.052804709546356,4.42752898702376,0.0980086364984947,1,1,1,0.783180899999934,5,2,1,-0.074754920304006,2.04672433617638,0.228588843314252,1.14276019989958,0.700224990852607,-0.193138157653554
10MP02953,1,3,4726,Detection,0,4.42752898702376,-1.18597901495036,0,1,0,1.16701979999925,2,0,0,1.75300638200839,1.74154216014757,0.843420670943727,1.08912821460778,1.16112973632363,-0.393373350294807
10MP02953,0,4,4801,Detection,0.052804709546356,4.42752898702376,-1.94414877605426,1,1,1,0.924928500000533,2,0,0,-0.676932373925546,0.544674293569675,0.193086814858549,0.469209436524619,-0.320898959194668,-0.339821025859792
10MP02953,1,4,4802,Detection,0,4.42752898702376,-1.35654467337374,0,0,1,0.782789200000479,4,3,0,-0.32024567223864,1.84606446597225,0.0729591437636192,1.48619450475899,0.0876432477998046,-0.436257783505248
10MP02953,1,4,4803,Detection,0,4.42752898702376,0.658063061578881,0,1,0,0.800920199999382,3,0,3,-0.901366329212479,1.71478924300612,-0.208687776152934,1.9195653996734,0.682622566102789,-2.35875768850489
10MP02953,1,4,4804,Detection,0,4.42752898702376,-1.26816636812697,0,0,1,0.766754899999796,6,2,0,0.289794717740157,0.818313454703723,0.534046841568506,2.33364260876956,0.942931669090803,-1.67538548824264
10MP02953,1,4,4805,Detection,0.052804709546356,4.42752898702376,-0.58539025489105,1,1,1,0.916953500000091,1,0,3,-0.287292804347702,1.30147349091656,-0.942218881417141,-0.022447363402139,-0.762425022178258,-3.11183856754768
10MP02953,1,4,4806,Detection,0.052804709546356,4.42752898702376,-1.57024146990822,1,1,1,0.849755199998981,1,0,3,-1.14309446067356,1.27555371809569,-0.486732955530676,-0.167014788980495,0.751300206178656,-2.79828154014015
10MP02953,1,4,4807,Detection,0.052804709546356,4.42752898702376,-0.37852869923222,1,0,0,1.03351350000048,4,0,0,-0.0923903476594403,2.46788019087256,0.0501713499083723,0.537081206634352,-0.197251678071916,-1.66799370108581
10MP02953,1,4,4808,Detection,0,4.42752898702376,1.24973435917099,0,0,1,0.900282500000685,2,0,4,-1.38344360124504,1.15057491079518,-0.776418395527084,0.247446812544102,-0.595587898063688,-2.73571001284006
10MP02953,1,4,4809,Detection,0,4.42752898702376,-0.492100249275885,0,0,1,0.816964999999982,1,0,3,-3.87629968842657,1.20459941765521,-0.921184890372122,-0.560314013476866,-0.690628241605737,-1.57435672479205
10MP02953,1,4,4810,Detection,0.052804709546356,4.42752898702376,-1.80610781181224,1,1,1,0.650206099999195,4,0,0,-1.40890607363222,0.450317379473368,-1.33444571474533,-1.64206409855219,-1.87929212124302,-2.79683834596015
10MP02953,1,4,4811,Detection,0.052804709546356,4.42752898702376,0.0395764270154091,1,1,1,0.866714899999351,2,0,4,-0.947783355906578,1.81614075310347,-0.769849950717272,-1.30282581856717,-0.413429952046583,-1.50487795621497
10MP02953,1,4,4812,Detection,0.052804709546356,4.42752898702376,-0.950168775800151,1,1,1,0.766852099999596,3,0,1,-1.86163262263088,0.202570070081004,-0.118366463282353,0.832007486024256,-0.0832124666740688,-0.752775756346925
10MP02953,1,4,4813,Detection,0.052804709546356,4.42752898702376,-1.51793366033226,1,1,1,1.04993490000015,3,0,2,0.604829500371557,0.488248188179213,-0.641992325917158,0.345185842248611,-0.570789580148546,-2.00858598401793
10MP02953,1,4,4814,Detection,0.052804709546356,4.42752898702376,0.536453284740828,1,1,1,0.916580799999792,3,0,3,-1.31878905492549,2.4364352951326,-3.06848541062008,-2.06519068970026,-2.60393502771353,-4.33787028382464
10MP02953,1,4,4815,Detection,0,4.42752898702376,-0.0736660751682276,0,0,1,0.766625699998258,6,4,0,-3.06288341847756,3.22499263759066,-2.03263420190828,-1.82356772347892,-1.60032457151952,-1.74084942742455
10MP02953,1,4,4816,Detection,0,4.42752898702376,-2.22965536354739,0,0,1,0.883503399998517,4,0,0,-2.74635948189119,3.05941052634905,-1.65638144264329,-1.27716955966658,-2.52076974812035,-1.61139905207404
10MP02953,1,4,4817,Detection,0.052804709546356,4.42752898702376,1.14680677859524,1,1,1,0.951880300000994,2,0,4,-4.042781587727,4.74026603524278,-1.34550564415632,-0.27320011625694,-2.50572142457733,-1.60065765224579
10MP02953,1,4,4818,Detection,0,4.42752898702376,-0.853754385496686,0,0,1,0.833483099999285,4,0,1,-6.09477971567966,3.8058644216962,-1.19242861040732,-0.182120412917119,-1.73739978590837,-1.21238166482256
10MP02953,1,4,4819,Detection,0,4.42752898702376,0.0659704743427932,0,0,1,1.1503331999993,1,0,4,-4.57917906565241,3.69551301002502,-0.55041452998796,1.48197807066659,0.306709418212099,-1.85547617295893
10MP02953,1,4,4820,Detection,0,4.42752898702376,-0.382763288227494,0,0,1,0.850069299998722,5,0,1,-6.80923690949336,1.62806690084498,-1.99474323106372,0.219477279731781,-0.916936371081437,-2.13558299821324
10MP02953,1,4,4821,Detection,0.052804709546356,4.42752898702376,-1.59581056350982,1,1,1,0.883444799999779,3,0,0,-5.67633644336521,2.19609257351698,-1.10263450206201,1.47991934530791,-1.30301735007132,-1.88443593571826
10MP02953,1,4,4822,Detection,0.052804709546356,4.42752898702376,-1.65070341221821,1,1,1,0.850120899998728,3,0,1,-4.1942801065743,1.41794903044839,-1.04147441285052,0.967160566745366,-0.207487108479612,-2.94247424021
10MP02953,1,4,4823,Detection,0,4.42752898702376,-0.895325411265536,0,0,1,0.81724960000065,5,0,0,-1.94036233570832,3.17194526497184,0.242519282939493,2.35912297294936,0.83057036073162,-1.85095653464881
